gene_id	gene_name	chromosome	start	end	strand	biotype	biotype_family	length	GC_content	no_of_transcripts
YDR079C-A	TFB5	IV	603593	603811	-	protein_coding	coding	218	0.376	1
YDR080W	VPS41	IV	604008	606986	+	protein_coding	coding	2978	0.346	1
YDR081C	PDC2	IV	607304	610081	-	protein_coding	coding	2777	0.366	1
YDR082W	STN1	IV	610441	611925	+	protein_coding	coding	1484	0.370	1
YDR083W	RRP8	IV	612073	613251	+	protein_coding	coding	1178	0.359	1
YDR084C	TVP23	IV	613405	614004	-	protein_coding	coding	599	0.396	1
YDR085C	AFR1	IV	614288	616150	-	protein_coding	coding	1862	0.382	1
YDR086C	SSS1	IV	616928	617170	-	protein_coding	coding	242	0.393	1
YDR087C	RRP1	IV	617470	618306	-	protein_coding	coding	836	0.391	1
YDR088C	SLU7	IV	618497	619645	-	protein_coding	coding	1148	0.376	1
tR(ACG)D		IV	619969	620041	-	tRNA	snoncoding	72	0.583	1
YDR089W	VTC5	IV	622112	624721	+	protein_coding	coding	2609	0.357	1
YDR090C		IV	625066	625998	-	protein_coding	coding	932	0.400	1
YDR091C	RLI1	IV	626708	628534	-	protein_coding	coding	1826	0.374	1
YDR092W	UBC13	IV	629876	630605	+	protein_coding	coding	729	0.420	1
YDR093W	DNF2	IV	631282	636120	+	protein_coding	coding	4838	0.413	1
YDR094W		IV	635840	636175	+	protein_coding	coding	335	0.510	1
YDR095C		IV	636117	636527	-	protein_coding	coding	410	0.488	1
YDR096W	GIS1	IV	637139	639823	+	protein_coding	coding	2684	0.373	1
YDR097C	MSH6	IV	640109	643837	-	protein_coding	coding	3728	0.378	1
YDR098C	GRX3	IV	644178	644930	-	protein_coding	coding	752	0.398	1
tQ(UUG)D2		IV	645153	645224	-	tRNA	snoncoding	71	0.521	1
YDR098C-B		IV	645858	651126	-	transposable_element		5268	0.385	1
YDR098C-A		IV	649804	651126	-	transposable_element		1322	0.410	1
YDR099W	BMH2	IV	653607	654428	+	protein_coding	coding	821	0.400	1
YDR100W	TVP15	IV	655013	655444	+	protein_coding	coding	431	0.385	1
YDR101C	ARX1	IV	655686	657467	-	protein_coding	coding	1781	0.390	1
YDR102C		IV	657648	657980	-	protein_coding	coding	332	0.349	1
YDR103W	STE5	IV	658350	661103	+	protein_coding	coding	2753	0.372	1
YDR104C	SPO71	IV	661173	664910	-	protein_coding	coding	3737	0.377	1
YDR105C	TMS1	IV	665349	666770	-	protein_coding	coding	1421	0.402	1
YDR106W	ARP10	IV	667004	667858	+	protein_coding	coding	854	0.363	1
tI(AAU)D		IV	668007	668080	-	tRNA	snoncoding	73	0.589	1
YDR107C	TMN2	IV	669016	671034	-	protein_coding	coding	2018	0.384	1
YDR108W	TRS85	IV	671269	673365	+	protein_coding	coding	2096	0.372	1
YDR109C		IV	673520	675667	-	protein_coding	coding	2147	0.406	1
YDR110W	FOB1	IV	676102	677802	+	protein_coding	coding	1700	0.375	1
YDR111C	ALT2	IV	678241	679764	-	protein_coding	coding	1523	0.423	1
YDR112W	IRC2	IV	679544	679852	+	protein_coding	coding	308	0.393	1
YDR113C	PDS1	IV	680496	681617	-	protein_coding	coding	1121	0.404	1
YDR114C		IV	681924	682226	-	protein_coding	coding	302	0.374	1
YDR115W	MRX14	IV	682175	682492	+	protein_coding	coding	317	0.429	1
YDR116C	MRPL1	IV	682724	683581	-	protein_coding	coding	857	0.415	1
YDR117C	TMA64	IV	683946	685643	-	protein_coding	coding	1697	0.371	1
YDR118W	APC4	IV	685882	687840	+	protein_coding	coding	1958	0.354	1
YDR118W-A		IV	687768	687884	+	protein_coding	coding	116	0.397	1
YDR119W	VBA4	IV	688227	690533	+	protein_coding	coding	2306	0.386	1
YDR119W-A	COX26	IV	691014	691214	+	protein_coding	coding	200	0.445	1
YDR120C	TRM1	IV	691549	693261	-	protein_coding	coding	1712	0.406	1
YDR121W	DPB4	IV	693585	694175	+	protein_coding	coding	590	0.424	1
YDR122W	KIN1	IV	694700	697894	+	protein_coding	coding	3194	0.412	1
YDR123C	INO2	IV	698554	699468	-	protein_coding	coding	914	0.435	1
YDR124W		IV	700315	701289	+	protein_coding	coding	974	0.378	1
YDR125C	ECM18	IV	701397	702758	-	protein_coding	coding	1361	0.355	1
YDR126W	SWF1	IV	703234	704244	+	protein_coding	coding	1010	0.402	1
YDR127W	ARO1	IV	704484	709250	+	protein_coding	coding	4766	0.402	1
YDR128W	MTC5	IV	709549	712995	+	protein_coding	coding	3446	0.392	1
YDR129C	SAC6	IV	713340	715379	-	protein_coding	coding	2039	0.401	1
YDR130C	FIN1	IV	715747	716622	-	protein_coding	coding	875	0.393	1
YDR131C		IV	716790	718460	-	protein_coding	coding	1670	0.356	1
YDR132C		IV	718816	720303	-	protein_coding	coding	1487	0.363	1
YDR133C		IV	720962	721297	-	protein_coding	coding	335	0.409	1
YDR135C	YCF1	IV	723004	727551	-	protein_coding	coding	4547	0.381	1
YDR136C	VPS61	IV	727711	728283	-	protein_coding	coding	572	0.379	1
YDR137W	RGP1	IV	728259	730250	+	protein_coding	coding	1991	0.364	1
YDR138W	HPR1	IV	730578	732836	+	protein_coding	coding	2258	0.364	1
YDR139C	RUB1	IV	733618	733924	-	protein_coding	coding	306	0.369	1
YDR140W	MTQ2	IV	734138	734803	+	protein_coding	coding	665	0.394	1
YDR141C	DOP1	IV	734901	739997	-	protein_coding	coding	5096	0.361	1
YDR142C	PEX7	IV	740473	741600	-	protein_coding	coding	1127	0.395	1
YDR143C	SAN1	IV	742042	743874	-	protein_coding	coding	1832	0.433	1
YDR144C	MKC7	IV	744311	746101	-	protein_coding	coding	1790	0.409	1
YDR145W	TAF12	IV	746738	748357	+	protein_coding	coding	1619	0.397	1
YDR146C	SWI5	IV	748613	750742	-	protein_coding	coding	2129	0.380	1
YDR147W	EKI1	IV	751631	753235	+	protein_coding	coding	1604	0.360	1
YDR148C	KGD2	IV	753675	755066	-	protein_coding	coding	1391	0.431	1
YDR149C		IV	755555	756262	-	protein_coding	coding	707	0.376	1
YDR150W	NUM1	IV	755628	763874	+	protein_coding	coding	8246	0.383	1
YDR151C	CTH1	IV	764178	765155	-	protein_coding	coding	977	0.381	1
YDR152W	GIR2	IV	765706	766503	+	protein_coding	coding	797	0.405	1
YDR153C	ENT5	IV	766736	767971	-	protein_coding	coding	1235	0.403	1
YDR154C		IV	768403	768753	-	protein_coding	coding	350	0.429	1
YDR155C	CPR1	IV	768512	769000	-	protein_coding	coding	488	0.484	1
YDR156W	RPA14	IV	769525	769938	+	protein_coding	coding	413	0.511	1
YDR157W		IV	769931	770332	+	protein_coding	coding	401	0.329	1
YDR158W	HOM2	IV	770357	771454	+	protein_coding	coding	1097	0.432	1
YDR159W	SAC3	IV	771877	775782	+	protein_coding	coding	3905	0.356	1
YDR160W	SSY1	IV	776163	778721	+	protein_coding	coding	2558	0.387	1
YDR161W	ACL4	IV	779043	780206	+	protein_coding	coding	1163	0.394	1
YDR162C	NBP2	IV	780390	781100	-	protein_coding	coding	710	0.397	1
YDR163W	CWC15	IV	781423	781950	+	protein_coding	coding	527	0.417	1
YDR164C	SEC1	IV	782041	784215	-	protein_coding	coding	2174	0.369	1
YDR165W	TRM82	IV	784871	786205	+	protein_coding	coding	1334	0.354	1
YDR166C	SEC5	IV	786306	789221	-	protein_coding	coding	2915	0.341	1
YDR167W	TAF10	IV	789449	790069	+	protein_coding	coding	620	0.432	1
YDR168W	CDC37	IV	790328	791848	+	protein_coding	coding	1520	0.357	1
YDR169C	STB3	IV	792348	793889	-	protein_coding	coding	1541	0.413	1
YDR169C-A		IV	794574	794723	-	protein_coding	coding	149	0.430	1
YDR170C	SEC7	IV	796193	802222	-	protein_coding	coding	6029	0.379	1
tQ(UUG)D3		IV	802731	802802	-	tRNA	snoncoding	71	0.521	1
YDR170W-A		IV	803195	804517	+	transposable_element		1322	0.402	1
YDR171W	HSP42	IV	806621	807748	+	protein_coding	coding	1127	0.439	1
YDR172W	SUP35	IV	808324	810381	+	protein_coding	coding	2057	0.413	1
YDR173C	ARG82	IV	810565	811632	-	protein_coding	coding	1067	0.385	1
YDR174W	HMO1	IV	812110	812850	+	protein_coding	coding	740	0.436	1
YDR175C	RSM24	IV	813193	814152	-	protein_coding	coding	959	0.394	1
YDR176W	NGG1	IV	814452	816560	+	protein_coding	coding	2108	0.386	1
YDR177W	UBC1	IV	816878	817525	+	protein_coding	coding	647	0.417	1
YDR178W	SDH4	IV	817950	818495	+	protein_coding	coding	545	0.433	1
YDR179C	CSN9	IV	818708	819196	-	protein_coding	coding	488	0.318	1
YDR179W-A	NVJ3	IV	819433	820824	+	protein_coding	coding	1391	0.342	1
YDR180W	SCC2	IV	821295	825776	+	protein_coding	coding	4481	0.347	1
YDR181C	SAS4	IV	825910	827355	-	protein_coding	coding	1445	0.374	1
YDR182W	CDC1	IV	827582	829057	+	protein_coding	coding	1475	0.379	1
YDR182W-A		IV	829151	829354	+	protein_coding	coding	203	0.374	1
YDR183W	PLP1	IV	829585	830277	+	protein_coding	coding	692	0.358	1
YDR183C-A		IV	830397	830654	-	protein_coding	coding	257	0.280	1
YDR184C	ATC1	IV	830629	831513	-	protein_coding	coding	884	0.350	1
YDR185C	UPS3	IV	831934	832473	-	protein_coding	coding	539	0.427	1
YDR186C	SND1	IV	832859	835492	-	protein_coding	coding	2633	0.411	1
YDR187C		IV	836228	836746	-	protein_coding	coding	518	0.475	1
YDR188W	CCT6	IV	836421	838061	+	protein_coding	coding	1640	0.480	1
YDR189W	SLY1	IV	838392	840392	+	protein_coding	coding	2000	0.387	1
YDR190C	RVB1	IV	840604	841995	-	protein_coding	coding	1391	0.406	1
YDR191W	HST4	IV	842337	843449	+	protein_coding	coding	1112	0.406	1
YDR192C	NUP42	IV	843569	844861	-	protein_coding	coding	1292	0.441	1
YDR193W		IV	844554	844952	+	protein_coding	coding	398	0.437	1
YDR194C	MSS116	IV	845952	847946	-	protein_coding	coding	1994	0.356	1
YDR194W-A		IV	848071	848223	+	protein_coding	coding	152	0.329	1
YDR195W	REF2	IV	848599	850200	+	protein_coding	coding	1601	0.372	1
YDR196C	CAB5	IV	850274	850999	-	protein_coding	coding	725	0.382	1
YDR197W	CBS2	IV	851228	852397	+	protein_coding	coding	1169	0.364	1
YDR198C	RKM2	IV	852533	853972	-	protein_coding	coding	1439	0.362	1
YDR199W		IV	854175	854540	+	protein_coding	coding	365	0.342	1
YDR200C	VPS64	IV	854279	856093	-	protein_coding	coding	1814	0.370	1
YDR201W	SPC19	IV	856317	856814	+	protein_coding	coding	497	0.402	1
YDR202C	RAV2	IV	856898	857953	-	protein_coding	coding	1055	0.373	1
YDR203W		IV	857682	857999	+	protein_coding	coding	317	0.385	1
YDR204W	COQ4	IV	858137	859144	+	protein_coding	coding	1007	0.438	1
YDR205W	MSC2	IV	859346	861520	+	protein_coding	coding	2174	0.383	1
YDR206W	EBS1	IV	862054	864708	+	protein_coding	coding	2654	0.378	1
YDR207C	UME6	IV	865012	867522	-	protein_coding	coding	2510	0.445	1
YDR208W	MSS4	IV	868224	870563	+	protein_coding	coding	2339	0.385	1
YDR209C		IV	871036	871449	-	protein_coding	coding	413	0.385	1
YDR210W		IV	871074	871301	+	protein_coding	coding	227	0.427	1
YDR210W-B		IV	872112	877425	+	transposable_element		5313	0.371	1
YDR210W-A		IV	872112	873428	+	transposable_element		1316	0.384	1
YDR210C-D	YDR210C-D	IV	878659	883927	-	transposable_element		5268	0.383	1
YDR210C-C	YDR210C-C	IV	882605	883927	-	transposable_element		1322	0.409	1
tI(UAU)D		IV	884361	884493	+	tRNA	snoncoding	132	0.500	1
YDR211W	GCD6	IV	884727	886865	+	protein_coding	coding	2138	0.371	1
YDR212W	TCP1	IV	887232	888911	+	protein_coding	coding	1679	0.399	1
YDR213W	UPC2	IV	889751	892492	+	protein_coding	coding	2741	0.427	1
YDR214W	AHA1	IV	892875	893927	+	protein_coding	coding	1052	0.440	1
YDR215C		IV	894089	894502	-	protein_coding	coding	413	0.508	1
YDR216W	ADR1	IV	895035	899006	+	protein_coding	coding	3971	0.362	1
YDR217C	RAD9	IV	899551	903480	-	protein_coding	coding	3929	0.370	1
YDR218C	SPR28	IV	903781	905052	-	protein_coding	coding	1271	0.365	1
YDR219C	MFB1	IV	905455	906852	-	protein_coding	coding	1397	0.351	1
YDR220C		IV	907000	907293	-	protein_coding	coding	293	0.355	1
YDR221W	GTB1	IV	907330	909438	+	protein_coding	coding	2108	0.393	1
YDR222W		IV	910054	911301	+	protein_coding	coding	1247	0.368	1
YDR223W	CRF1	IV	912099	913502	+	protein_coding	coding	1403	0.403	1
YDR224C	HTB1	IV	914317	914712	-	protein_coding	coding	395	0.410	1
YDR225W	HTA1	IV	915530	915928	+	protein_coding	coding	398	0.430	1
YDR226W	ADK1	IV	916486	917154	+	protein_coding	coding	668	0.439	1
YDR227W	SIR4	IV	917571	921647	+	protein_coding	coding	4076	0.372	1
YDR228C	PCF11	IV	921926	923806	-	protein_coding	coding	1880	0.368	1
YDR229W	IVY1	IV	924785	926146	+	protein_coding	coding	1361	0.425	1
YDR230W		IV	926223	926570	+	protein_coding	coding	347	0.461	1
YDR231C	COX20	IV	926293	926910	-	protein_coding	coding	617	0.476	1
YDR232W	HEM1	IV	927452	929098	+	protein_coding	coding	1646	0.470	1
YDR233C	RTN1	IV	929470	930357	-	protein_coding	coding	887	0.405	1
YDR234W	LYS4	IV	931129	933210	+	protein_coding	coding	2081	0.449	1
YDR235W	PRP42	IV	933504	935138	+	protein_coding	coding	1634	0.333	1
YDR236C	FMN1	IV	935236	935892	-	protein_coding	coding	656	0.386	1
YDR237W	MRPL7	IV	936615	937493	+	protein_coding	coding	878	0.397	1
YDR238C	SEC26	IV	937895	940816	-	protein_coding	coding	2921	0.388	1
YDR239C		IV	941057	943420	-	protein_coding	coding	2363	0.399	1
YDR240C	SNU56	IV	943674	945152	-	protein_coding	coding	1478	0.369	1
YDR241W	BUD26	IV	945151	945438	+	protein_coding	coding	287	0.293	1
tY(GUA)D	SUP2	IV	946312	946400	+	tRNA	snoncoding	88	0.511	1
YDR242W	AMD2	IV	946807	948456	+	protein_coding	coding	1649	0.389	1
YDR243C	PRP28	IV	948518	950284	-	protein_coding	coding	1766	0.380	1
YDR244W	PEX5	IV	950563	952401	+	protein_coding	coding	1838	0.393	1
YDR245W	MNN10	IV	952800	953981	+	protein_coding	coding	1181	0.390	1
YDR246W	TRS23	IV	954288	954947	+	protein_coding	coding	659	0.425	1
YDR246W-A		IV	955133	955333	+	protein_coding	coding	200	0.480	1
YDR247W	VHS1	IV	956013	957398	+	protein_coding	coding	1385	0.393	1
YDR248C		IV	957758	958339	-	protein_coding	coding	581	0.380	1
YDR249C		IV	958681	959802	-	protein_coding	coding	1121	0.360	1
YDR250C		IV	960086	960361	-	protein_coding	coding	275	0.422	1
YDR251W	PAM1	IV	960614	963106	+	protein_coding	coding	2492	0.376	1
YDR252W	BTT1	IV	963412	963861	+	protein_coding	coding	449	0.396	1
YDR253C	MET32	IV	963990	964565	-	protein_coding	coding	575	0.372	1
YDR254W	CHL4	IV	965113	966489	+	protein_coding	coding	1376	0.352	1
YDR255C	RMD5	IV	966557	967822	-	protein_coding	coding	1265	0.357	1
YDR256C	CTA1	IV	968133	969680	-	protein_coding	coding	1547	0.424	1
YDR257C	RKM4	IV	969990	971474	-	protein_coding	coding	1484	0.362	1
YDR258C	HSP78	IV	971808	974243	-	protein_coding	coding	2435	0.389	1
YDR259C	YAP6	IV	974631	975782	-	protein_coding	coding	1151	0.365	1
YDR260C	SWM1	IV	976717	977229	-	protein_coding	coding	512	0.447	1
YDR261C	EXG2	IV	977521	979209	-	protein_coding	coding	1688	0.400	1
tS(AGA)D2		IV	980974	981055	-	tRNA	snoncoding	81	0.531	1
YDR261W-B		IV	981462	986775	+	transposable_element		5313	0.369	1
YDR261W-A		IV	981462	982778	+	transposable_element		1316	0.387	1
YDR261C-D		IV	987534	992349	-	transposable_element		4815	0.388	1
YDR261C-C		IV	991027	992349	-	transposable_element		1322	0.412	1
tG(GCC)D2		IV	992832	992902	+	tRNA	snoncoding	70	0.571	1
YDR262W		IV	993134	993952	+	protein_coding	coding	818	0.391	1
YDR263C	DIN7	IV	994242	995534	-	protein_coding	coding	1292	0.363	1
YDR264C	AKR1	IV	996029	998323	-	protein_coding	coding	2294	0.400	1
YDR265W	PEX10	IV	998864	999877	+	protein_coding	coding	1013	0.389	1
YDR266C	HEL2	IV	1000104	1002023	-	protein_coding	coding	1919	0.385	1
YDR267C	CIA1	IV	1002510	1003502	-	protein_coding	coding	992	0.419	1
YDR268W	MSW1	IV	1004004	1005143	+	protein_coding	coding	1139	0.392	1
YDR269C		IV	1005665	1005988	-	protein_coding	coding	323	0.396	1
YDR270W	CCC2	IV	1005675	1008689	+	protein_coding	coding	3014	0.393	1
YDR271C		IV	1008395	1008766	-	protein_coding	coding	371	0.380	1
YDR272W	GLO2	IV	1009010	1009834	+	protein_coding	coding	824	0.398	1
YDR273W	DON1	IV	1010176	1011273	+	protein_coding	coding	1097	0.397	1
YDR274C		IV	1011589	1011960	-	protein_coding	coding	371	0.477	1
YDR275W	BSC2	IV	1012252	1012959	+	protein_coding	coding	707	0.386	1
YDR276C	PMP3	IV	1013476	1013643	-	protein_coding	coding	167	0.413	1
YDR277C	MTH1	IV	1014401	1015702	-	protein_coding	coding	1301	0.411	1
YDR278C		IV	1017001	1017318	-	protein_coding	coding	317	0.379	1
tE(CUC)D		IV	1017207	1017278	-	tRNA	snoncoding	71	0.577	1
YDR279W	RNH202	IV	1019368	1020420	+	protein_coding	coding	1052	0.362	1
YDR280W	RRP45	IV	1020747	1021664	+	protein_coding	coding	917	0.405	1
YDR281C	PHM6	IV	1022007	1022321	-	protein_coding	coding	314	0.417	1
YDR282C	MRX10	IV	1023511	1024755	-	protein_coding	coding	1244	0.379	1
YDR283C	GCN2	IV	1025070	1030049	-	protein_coding	coding	4979	0.361	1
YDR284C	DPP1	IV	1030550	1031419	-	protein_coding	coding	869	0.399	1
YDR285W	ZIP1	IV	1032436	1035063	+	protein_coding	coding	2627	0.346	1
YDR286C		IV	1035231	1035575	-	protein_coding	coding	344	0.378	1
YDR287W	INM2	IV	1035995	1036873	+	protein_coding	coding	878	0.405	1
YDR288W	NSE3	IV	1037195	1038106	+	protein_coding	coding	911	0.363	1
YDR289C	RTT103	IV	1038280	1039509	-	protein_coding	coding	1229	0.365	1
YDR290W	YDR290W	IV	1039370	1039699	+	protein_coding	coding	329	0.325	1
YDR291W	HRQ1	IV	1039728	1042961	+	protein_coding	coding	3233	0.379	1
YDR292C	SRP101	IV	1043146	1045011	-	protein_coding	coding	1865	0.372	1
YDR293C	SSD1	IV	1045640	1049392	-	protein_coding	coding	3752	0.401	1
YDR294C	DPL1	IV	1050459	1052228	-	protein_coding	coding	1769	0.417	1
YDR295C	HDA2	IV	1052623	1054647	-	protein_coding	coding	2024	0.375	1
YDR296W	MHR1	IV	1055212	1055892	+	protein_coding	coding	680	0.462	1
YDR297W	SUR2	IV	1056551	1057600	+	protein_coding	coding	1049	0.423	1
YDR298C	ATP5	IV	1058176	1058814	-	protein_coding	coding	638	0.408	1
YDR299W	BFR2	IV	1059627	1061231	+	protein_coding	coding	1604	0.372	1
YDR300C	PRO1	IV	1061505	1062791	-	protein_coding	coding	1286	0.393	1
YDR301W	CFT1	IV	1063352	1067425	+	protein_coding	coding	4073	0.374	1
YDR302W	GPI11	IV	1067731	1068390	+	protein_coding	coding	659	0.358	1
YDR303C	RSC3	IV	1068729	1071386	-	protein_coding	coding	2657	0.347	1
YDR304C	CPR5	IV	1071880	1072557	-	protein_coding	coding	677	0.424	1
YDR305C	HNT2	IV	1072746	1073488	-	protein_coding	coding	742	0.380	1
YDR306C		IV	1073735	1075171	-	protein_coding	coding	1436	0.369	1
tV(CAC)D		IV	1075472	1075544	-	tRNA	snoncoding	72	0.542	1
YDR307W	PMT7	IV	1075865	1077853	+	protein_coding	coding	1988	0.358	1
YDR308C	SRB7	IV	1078027	1078449	-	protein_coding	coding	422	0.367	1
YDR309C	GIC2	IV	1079048	1080199	-	protein_coding	coding	1151	0.415	1
YDR310C	SUM1	IV	1081128	1084316	-	protein_coding	coding	3188	0.408	1
YDR311W	TFB1	IV	1085065	1086993	+	protein_coding	coding	1928	0.379	1
YDR312W	SSF2	IV	1087581	1088942	+	protein_coding	coding	1361	0.373	1
YDR313C	PIB1	IV	1089219	1090079	-	protein_coding	coding	860	0.415	1
YDR314C	RAD34	IV	1090433	1092511	-	protein_coding	coding	2078	0.355	1
YDR315C	IPK1	IV	1092741	1093586	-	protein_coding	coding	845	0.340	1
YDR316W	OMS1	IV	1093763	1095178	+	protein_coding	coding	1415	0.353	1
tF(GAA)D		IV	1095370	1095461	-	tRNA	snoncoding	91	0.505	1
YDR316W-B		IV	1096064	1101332	+	transposable_element		5268	0.383	1
YDR316W-A		IV	1096064	1097386	+	transposable_element		1322	0.409	1
YDR317W	HIM1	IV	1102184	1103428	+	protein_coding	coding	1244	0.351	1
YDR318W	MCM21	IV	1103758	1104947	+	protein_coding	coding	1189	0.348	1
YDR319C		IV	1105003	1105827	-	protein_coding	coding	824	0.357	1
YDR320C	SWA2	IV	1106095	1108101	-	protein_coding	coding	2006	0.385	1
YDR320C-A	DAD4	IV	1108280	1108498	-	protein_coding	coding	218	0.413	1
YDR320W-B		IV	1108484	1108621	+	protein_coding	coding	137	0.350	1
YDR321W	ASP1	IV	1108702	1109847	+	protein_coding	coding	1145	0.409	1
YDR322W	MRPL35	IV	1110589	1111692	+	protein_coding	coding	1103	0.382	1
YDR322C-A	TIM11	IV	1112003	1112293	-	protein_coding	coding	290	0.400	1
YDR323C	PEP7	IV	1112480	1114027	-	protein_coding	coding	1547	0.370	1
YDR324C	UTP4	IV	1114433	1116763	-	protein_coding	coding	2330	0.367	1
YDR325W	YCG1	IV	1117126	1120233	+	protein_coding	coding	3107	0.367	1
YDR326C	YSP2	IV	1120609	1124925	-	protein_coding	coding	4316	0.365	1
YDR327W		IV	1125302	1125628	+	protein_coding	coding	326	0.460	1
YDR328C	SKP1	IV	1125434	1126018	-	protein_coding	coding	584	0.474	1
YDR329C	PEX3	IV	1126270	1127595	-	protein_coding	coding	1325	0.415	1
YDR330W	UBX5	IV	1127872	1129374	+	protein_coding	coding	1502	0.425	1
YDR331W	GPI8	IV	1129588	1130823	+	protein_coding	coding	1235	0.382	1
YDR332W	IRC3	IV	1131001	1133070	+	protein_coding	coding	2069	0.364	1
YDR333C	RQC1	IV	1133260	1135431	-	protein_coding	coding	2171	0.377	1
YDR334W	SWR1	IV	1135932	1140476	+	protein_coding	coding	4544	0.381	1
YDR335W	MSN5	IV	1141168	1144842	+	protein_coding	coding	3674	0.368	1
YDR336W	MRX8	IV	1145092	1146036	+	protein_coding	coding	944	0.368	1
YDR337W	MRPS28	IV	1146319	1147179	+	protein_coding	coding	860	0.388	1
YDR338C		IV	1147379	1149466	-	protein_coding	coding	2087	0.406	1
YDR339C	FCF1	IV	1149951	1150520	-	protein_coding	coding	569	0.388	1
tX(XXX)D		IV	1150842	1150941	-	tRNA	snoncoding	99	0.515	1
YDR340W		IV	1150881	1151183	+	protein_coding	coding	302	0.344	1
YDR341C	YDR341C	IV	1151803	1153626	-	protein_coding	coding	1823	0.387	1
YDR342C	HXT7	IV	1154216	1155928	-	protein_coding	coding	1712	0.414	1
YDR343C	HXT6	IV	1159608	1161320	-	protein_coding	coding	1712	0.414	1
YDR344C		IV	1162006	1162449	-	protein_coding	coding	443	0.420	1
YDR345C	HXT3	IV	1162957	1164660	-	protein_coding	coding	1703	0.406	1
YDR346C	SVF1	IV	1167214	1168659	-	protein_coding	coding	1445	0.394	1
YDR347W	MRP1	IV	1169178	1170143	+	protein_coding	coding	965	0.415	1
YDR348C	PAL1	IV	1170326	1171825	-	protein_coding	coding	1499	0.426	1
YDR349C	YPS7	IV	1172386	1174176	-	protein_coding	coding	1790	0.411	1
tM(CAU)D	EMT1	IV	1175829	1175901	+	tRNA	snoncoding	72	0.514	1
YDR350C	ATP22	IV	1176120	1178174	-	protein_coding	coding	2054	0.366	1
YDR351W	SBE2	IV	1178666	1181260	+	protein_coding	coding	2594	0.372	1
YDR352W	YPQ2	IV	1181801	1182754	+	protein_coding	coding	953	0.416	1
YDR353W	TRR1	IV	1183299	1184258	+	protein_coding	coding	959	0.457	1
YDR354W	TRP4	IV	1184747	1185889	+	protein_coding	coding	1142	0.425	1
YDR354C-A		IV	1185139	1185282	-	protein_coding	coding	143	0.427	1
YDR355C		IV	1186067	1186369	-	protein_coding	coding	302	0.421	1
YDR356W	SPC110	IV	1186107	1188941	+	protein_coding	coding	2834	0.343	1
YDR357C	CNL1	IV	1189199	1189567	-	protein_coding	coding	368	0.356	1
YDR358W	GGA1	IV	1190059	1191732	+	protein_coding	coding	1673	0.394	1
YDR359C	EAF1	IV	1191936	1194884	-	protein_coding	coding	2948	0.400	1
YDR360W	OPI7	IV	1194598	1195032	+	protein_coding	coding	434	0.429	1
YDR361C	BCP1	IV	1195412	1196263	-	protein_coding	coding	851	0.370	1
YDR362C	TFC6	IV	1196679	1198697	-	protein_coding	coding	2018	0.397	1
